model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
BMW,2019,18450,Semi-Auto,8644,Diesel,145,47.9,1.5
vw,2019,22489,Manual,8644,Diesel,145,57.7,1.6
BMW,2019,26450,Semi-Auto,8643,Diesel,145,50.4,2
audi,2017,20698,Manual,8642,Petrol,145,50.4,1.4
Ford,2019,14000,Manual,8642,Petrol,145,55.4,1
toyota,2016,6770,Manual,8642,Petrol,0,69,1
audi,2017,20692,Manual,8641,Petrol,145,50.4,1.4
Ford,2018,14780,Manual,8641,Diesel,145,67.3,1.5
Hyundai,2019,23490,Manual,8641,Hybrid,145,47.9,1.6
BMW,2019,21995,Semi-Auto,8640,Petrol,145,50.4,2
vw,2019,28995,Semi-Auto,8639,Diesel,145,39.8,2
vw,2019,28995,Semi-Auto,8639,Diesel,145,39.8,2
vw,2019,25950,Automatic,8639,Diesel,145,39.8,2
toyota,2019,28795,Automatic,8639,Hybrid,140,51.1,2.5
Hyundai,2019,10470,Manual,8639,Petrol,145,57.6,1.2
Ford,2019,19800,Manual,8638,Diesel,145,36.7,2
BMW,2019,56990,Semi-Auto,8637,Diesel,145,33.6,3
Ford,2019,18391,Manual,8636,Petrol,145,58.9,1
Ford,2018,26995,Automatic,8633,Diesel,145,47.9,2
skoda,2019,28950,Automatic,8632,Diesel,145,42.2,2
Ford,2018,10500,Manual,8631,Petrol,145,65.7,1
skoda,2018,9695,Manual,8631,Petrol,150,64.2,1
toyota,2018,23995,Automatic,8630,Hybrid,135,74.3,1.8
skoda,2019,27985,Automatic,8630,Petrol,145,31.7,2
Ford,2016,8999,Manual,8629,Diesel,0,74.4,1.5
Ford,2017,12495,Automatic,8629,Petrol,145,54.3,1
BMW,2019,31450,Semi-Auto,8626,Petrol,145,38.7,2
toyota,2018,22975,Automatic,8626,Hybrid,140,74.3,1.8
audi,2019,17420,Manual,8624,Petrol,145,48.7,1
Ford,2018,18990,Manual,8624,Petrol,145,41.5,2
Ford,2018,11989,Manual,8624,Petrol,145,55.4,1
Hyundai,2018,7560,Manual,8623,Petrol,145,60.1,1
Hyundai,2018,7690,Manual,8623,Petrol,145,60.1,1
toyota,2018,7980,Manual,8622,Petrol,145,68.9,1
skoda,2016,13495,Semi-Auto,8622,Petrol,125,51.4,1.2
Ford,2017,7450,Manual,8621,Petrol,145,57.7,1.2
vw,2019,28450,Automatic,8621,Diesel,145,39.8,2
BMW,2019,34510,Automatic,8620,Diesel,145,54.3,2
audi,2019,25450,Automatic,8619,Diesel,150,44.8,2
Ford,2019,12347,Manual,8619,Petrol,145,56.5,1
Ford,2017,14495,Manual,8619,Diesel,30,64.2,1.5
vw,2019,12291,Manual,8619,Petrol,150,48.7,1
toyota,2019,8998,Manual,8619,Petrol,150,56.5,1
audi,2018,47995,Semi-Auto,8618,Diesel,145,32.8,3
BMW,2019,20980,Manual,8617,Petrol,145,44.1,1.5
Hyundai,2017,6995,Manual,8616,Petrol,145,60.1,1
BMW,2019,24490,Manual,8615,Diesel,150,60.1,2
Ford,2019,14899,Manual,8614,Petrol,145,60.1,1
audi,2019,41000,Semi-Auto,8613,Petrol,145,37.7,3
toyota,2017,15694,Automatic,8613,Hybrid,135,78.5,1.8
Hyundai,2017,13751,Manual,8613,Diesel,145,65.7,1.7
BMW,2019,31580,Automatic,8612,Petrol,145,48.7,2
vw,2015,12160,Manual,8611,Petrol,30,53.3,1.4
BMW,2019,38995,Automatic,8610,Diesel,145,40.9,3
Ford,2018,13999,Manual,8610,Petrol,145,54.3,1
vw,2019,12999,Manual,8610,Petrol,145,48.7,1
audi,2017,14495,Manual,8608,Petrol,145,67.3,1
Ford,2018,9998,Manual,8608,Petrol,145,55.4,1.1
Ford,2018,18000,Automatic,8607,Petrol,145,47.9,1.5
Ford,2019,17400,Automatic,8607,Petrol,145,44.1,1
vw,2019,28980,Semi-Auto,8607,Petrol,150,32.8,2
vw,2019,21995,Manual,8607,Petrol,145,42.8,1.5
Hyundai,2019,8645,Manual,8607,Petrol,145,60.1,1
Ford,2017,9795,Manual,8606,Petrol,0,65.7,1
toyota,2017,8210,Manual,8606,Petrol,0,68.9,1
BMW,2017,24908,Semi-Auto,8605,Diesel,145,65.7,2
Ford,2019,20447,Manual,8605,Diesel,145,47.9,2
vw,2019,29730,Semi-Auto,8605,Diesel,150,32.8,2
BMW,2018,15500,Automatic,8604,Petrol,145,37.2,1.5
Ford,2013,7495,Manual,8603,Petrol,30,54.3,1.2
skoda,2018,7990,Manual,8603,Petrol,145,57.7,1
audi,2018,28498,Semi-Auto,8602,Diesel,145,50.4,2
vw,2019,26990,Semi-Auto,8602,Diesel,145,41.5,2
toyota,2018,9298,Manual,8602,Petrol,150,56.5,1
BMW,2019,26480,Semi-Auto,8601,Petrol,145,50.4,2
Ford,2019,15240,Manual,8601,Petrol,145,53.3,1
Hyundai,2019,15970,Automatic,8601,Hybrid,135,78.5,1.6
audi,2018,20990,Semi-Auto,8600,Petrol,150,54.3,1.4
audi,2017,15990,Manual,8600,Petrol,145,60.1,1.4
BMW,2019,31950,Semi-Auto,8600,Petrol,145,34.5,2
Ford,2018,9791,Manual,8600,Petrol,145,64.2,1.1
Ford,2017,12199,Manual,8600,Petrol,145,57.7,1
vw,2018,12995,Manual,8600,Petrol,145,64.2,1
toyota,2019,12995,Manual,8600,Petrol,145,47.9,1.5
audi,2019,27490,Manual,8599,Petrol,150,39.8,1.5
BMW,2019,19385,Automatic,8599,Petrol,145,40.9,1.5
toyota,2019,16490,Manual,8599,Petrol,145,39.2,1.2
audi,2019,29995,Semi-Auto,8598,Diesel,145,47.9,2
BMW,2019,26820,Semi-Auto,8598,Diesel,145,60.1,2
Ford,2016,13651,Automatic,8598,Petrol,150,46.3,1.5
Hyundai,2016,8795,Manual,8598,Petrol,30,55.4,1.2
audi,2017,12998,Manual,8597,Petrol,150,67.3,1
vw,2019,28985,Semi-Auto,8597,Petrol,145,36.2,2
vw,2018,8000,Manual,8597,Petrol,150,64.2,1
skoda,2018,9695,Manual,8596,Petrol,150,64.2,1
Ford,2017,12500,Semi-Auto,8593,Petrol,125,51.4,1
BMW,2019,25000,Semi-Auto,8592,Diesel,145,65.7,2
BMW,2019,27990,Semi-Auto,8592,Diesel,145,58.9,2
audi,2019,36900,Automatic,8590,Petrol,145,32.1,2
Ford,2017,12000,Manual,8589,Petrol,145,57.7,1
Ford,2017,12000,Manual,8589,Petrol,145,57.7,1
Ford,2019,17499,Manual,8588,Petrol,145,60.1,1
Ford,2018,18995,Manual,8587,Diesel,150,47.9,2
Ford,2018,12250,Manual,8586,Petrol,145,60.1,1
skoda,2018,21990,Automatic,8586,Petrol,145,44.8,1.4
audi,2019,23450,Semi-Auto,8585,Petrol,145,41.5,1.5
audi,2019,21910,Semi-Auto,8583,Diesel,145,51.4,2
toyota,2017,6895,Manual,8583,Petrol,150,69,1
skoda,2019,9995,Manual,8583,Petrol,150,57.7,1
Ford,2019,15795,Manual,8581,Petrol,145,58.9,1
Ford,2019,15500,Manual,8580,Petrol,145,58.9,1
BMW,2019,23250,Automatic,8579,Petrol,145,42.2,1.5
Ford,2019,18800,Manual,8579,Petrol,145,39.2,1.5
vw,2018,8950,Manual,8579,Petrol,145,64.2,1
toyota,2019,12570,Manual,8579,Petrol,145,47.9,1.5
Ford,2018,12995,Manual,8578,Petrol,145,58.9,1
audi,2016,13995,Manual,8577,Petrol,30,55.4,1.4
BMW,2019,33475,Semi-Auto,8576,Diesel,145,49.6,2
Ford,2018,12795,Manual,8575,Petrol,145,56.5,1
Ford,2017,11370,Semi-Auto,8575,Petrol,0,57.7,1
BMW,2019,65520,Automatic,8574,Diesel,145,33.6,3
Hyundai,2019,22491,Manual,8574,Diesel,145,45.6,1.6
skoda,2017,9250,Manual,8573,Petrol,150,57.7,1
Ford,2019,12700,Manual,8572,Diesel,145,58.9,1.5
vw,2017,11012,Manual,8572,Petrol,145,60.1,1.2
skoda,2019,18000,Automatic,8572,Diesel,145,72.4,1.6
audi,2019,25000,Automatic,8571,Diesel,145,46.3,2
Hyundai,2019,19000,Automatic,8569,Hybrid,135,78.5,1.6
Ford,2019,16200,Manual,8568,Petrol,145,49.6,1
audi,2019,43490,Semi-Auto,8567,Diesel,150,36.2,3
BMW,2019,22990,Manual,8567,Diesel,150,51.4,2
Ford,2017,13280,Manual,8567,Petrol,145,47.9,1.6
Ford,2018,12000,Manual,8567,Petrol,145,62.8,1
audi,2019,33500,Semi-Auto,8566,Diesel,145,38.2,2
Ford,2018,10895,Manual,8565,Petrol,145,55.4,1.1
toyota,2017,15990,Automatic,8565,Hybrid,0,72.4,1.8
audi,2019,28566,Semi-Auto,8564,Petrol,145,34.9,2
Ford,2018,11250,Manual,8564,Petrol,150,60.1,1
skoda,2018,12025,Automatic,8564,Petrol,145,61.4,1
Hyundai,2017,8199,Manual,8564,Diesel,145,64.2,1.6
Ford,2018,9495,Manual,8563,Petrol,145,64.2,1.1
toyota,2019,22250,Automatic,8563,Hybrid,135,78.5,1.8
BMW,2019,23000,Manual,8561,Petrol,145,39.8,1.5
vw,2019,12988,Manual,8561,Petrol,150,48.7,1
toyota,2016,13432,Automatic,8561,Hybrid,0,86,1.5
audi,2018,18900,Manual,8560,Petrol,145,51.4,1.4
BMW,2019,26870,Semi-Auto,8560,Petrol,145,50.4,2
Ford,2019,14799,Manual,8560,Petrol,145,60.1,1
Ford,2016,11498,Manual,8560,Petrol,0,65.7,1
toyota,2019,10606,Automatic,8560,Petrol,145,55.4,1
toyota,2019,11595,Manual,8559,Petrol,145,47.9,1.5
Ford,2018,12750,Manual,8558,Petrol,145,60.1,1
vw,2019,19995,Manual,8557,Petrol,145,47.9,1.5
Hyundai,2018,15190,Manual,8557,Petrol,145,44.8,1.6
BMW,2019,19880,Automatic,8556,Diesel,145,52.3,2
Ford,2017,11750,Manual,8556,Petrol,145,60.1,1
skoda,2017,10495,Semi-Auto,8556,Petrol,145,61.4,1
BMW,2019,24998,Semi-Auto,8555,Diesel,145,46.3,2
BMW,2019,29000,Semi-Auto,8555,Petrol,145,40.9,2
Ford,2019,15500,Manual,8555,Petrol,150,60.1,1
vw,2018,12500,Manual,8555,Petrol,150,64.2,1
vw,2018,19595,Manual,8554,Diesel,145,50.4,1.6
vw,2019,12250,Manual,8553,Petrol,150,49.6,1
Ford,2017,9498,Manual,8552,Petrol,125,54.3,1.2
vw,2019,19350,Semi-Auto,8552,Diesel,145,52.3,2
skoda,2018,11530,Manual,8552,Petrol,145,60.1,1
BMW,2019,28499,Semi-Auto,8550,Diesel,145,48.7,2
BMW,2018,20995,Semi-Auto,8550,Diesel,145,60.1,2
Hyundai,2019,14680,Manual,8550,Petrol,145,44.1,1
vw,2019,22990,Manual,8549,Other,145,50.4,2
vw,2019,28300,Automatic,8549,Diesel,145,40.4,2
BMW,2019,47980,Automatic,8548,Diesel,145,37.7,3
audi,2019,25990,Automatic,8547,Diesel,145,50.4,2
audi,2017,54998,Semi-Auto,8546,Petrol,145,29.4,4
BMW,2019,55000,Automatic,8546,Diesel,145,41.5,3
vw,2018,19996,Automatic,8546,Petrol,145,43.5,1.5
audi,2018,21495,Manual,8545,Diesel,145,53.3,1.6
skoda,2019,18998,Semi-Auto,8545,Diesel,145,62.8,2
BMW,2019,22750,Manual,8543,Diesel,145,70.6,1.5
Ford,2017,16000,Manual,8543,Diesel,145,64.2,1.5
Ford,2017,16000,Manual,8543,Diesel,145,64.2,1.5
Ford,2017,14998,Automatic,8543,Petrol,145,46.3,1.5
vw,2019,27000,Manual,8542,Petrol,145,37.2,2
Ford,2018,11600,Manual,8540,Petrol,145,56.5,1
Hyundai,2018,14943,Manual,8540,Petrol,145,44.8,1.6
audi,2018,18495,Manual,8539,Diesel,145,64.2,1.6
BMW,2019,22950,Semi-Auto,8539,Petrol,145,50.4,1.5
toyota,2015,6291,Manual,8539,Petrol,0,69,1
skoda,2017,11660,Manual,8539,Petrol,145,58.9,1
Ford,2018,12000,Manual,8538,Petrol,150,56.5,1
Ford,2017,12000,Semi-Auto,8538,Petrol,0,57.7,1
Ford,2018,11750,Manual,8538,Petrol,150,64.2,1
Ford,2019,15800,Manual,8537,Petrol,150,51.4,1
Hyundai,2015,8695,Semi-Auto,8537,Petrol,145,47.9,1.2
vw,2017,19798,Semi-Auto,8535,Diesel,150,62.8,2
audi,2019,21686,Semi-Auto,8534,Petrol,145,40.9,2
vw,2019,21000,Manual,8531,Diesel,145,42.8,2
toyota,2019,8000,Manual,8531,Petrol,145,56.5,0
vw,2017,12500,Manual,8529,Diesel,145,61.4,1.6
vw,2019,18690,Semi-Auto,8528,Petrol,150,45.6,1.5
Ford,2013,7999,Manual,8527,Petrol,30,54.3,1.2
BMW,2019,37990,Automatic,8526,Diesel,145,40.9,3
Ford,2019,20847,Manual,8526,Diesel,145,47.9,2
vw,2019,16999,Manual,8526,Petrol,150,47.1,1.5
Hyundai,2017,15258,Semi-Auto,8526,Diesel,145,57.6,1.7
Ford,2017,10160,Manual,8525,Petrol,0,65.7,1
Ford,2019,20100,Manual,8525,Petrol,145,35.3,1.5
Ford,2018,7995,Manual,8525,Petrol,145,57.7,1.2
toyota,2018,7995,Manual,8525,Petrol,145,56.5,1
toyota,2018,8995,Manual,8525,Petrol,145,56.5,1
BMW,2018,23998,Semi-Auto,8524,Diesel,150,52.3,3
BMW,2019,31683,Semi-Auto,8524,Petrol,145,30.4,2
Ford,2019,24995,Manual,8524,Diesel,150,54.3,2
vw,2019,14016,Manual,8524,Petrol,145,47.9,1
BMW,2019,27980,Semi-Auto,8523,Diesel,145,50.4,3
Hyundai,2018,21000,Manual,8523,Diesel,145,45.6,1.6
vw,2019,51190,Semi-Auto,8522,Petrol,145,25.5,3
skoda,2017,13609,Semi-Auto,8522,Petrol,125,51.4,1.2
BMW,2019,27990,Semi-Auto,8521,Diesel,145,60.1,2
vw,2019,43499,Automatic,8521,Diesel,145,32.8,2
skoda,2019,17185,Manual,8521,Petrol,150,44.1,1
vw,2017,6980,Manual,8520,Petrol,145,64.2,1
skoda,2019,8795,Manual,8520,Petrol,145,57.7,1
Ford,2017,11299,Manual,8519,Petrol,20,62.8,1
Ford,2019,14999,Manual,8518,Petrol,145,60.1,1
vw,2019,29999,Semi-Auto,8518,Petrol,150,32.8,2
vw,2019,23489,Manual,8517,Petrol,150,42.2,1.5
BMW,2019,34000,Semi-Auto,8515,Diesel,145,42.8,2
BMW,2019,42550,Semi-Auto,8515,Petrol,145,26.9,3
Ford,2019,13690,Manual,8514,Petrol,145,56.5,1
vw,2019,19690,Automatic,8514,Petrol,145,43.5,1.5
toyota,2019,18495,Manual,8514,Petrol,145,39.2,1.2
vw,2019,25790,Semi-Auto,8513,Diesel,145,48.7,2
skoda,2019,16995,Manual,8513,Diesel,145,55.4,2
Hyundai,2018,14998,Automatic,8513,Hybrid,140,78.5,1.6
Ford,2019,15490,Manual,8512,Petrol,145,60.1,1
vw,2019,27599,Automatic,8512,Diesel,145,38.7,2
Ford,2017,16800,Manual,8511,Diesel,125,60.1,2
vw,2019,18995,Manual,8511,Petrol,145,49.6,1.5
vw,2018,30995,Semi-Auto,8510,Diesel,145,39.8,2
toyota,2016,8695,Semi-Auto,8510,Petrol,0,67,1
BMW,2019,23500,Automatic,8509,Diesel,145,65.7,2
Ford,2019,18999,Manual,8509,Diesel,145,38.2,2
Ford,2019,14450,Manual,8508,Petrol,145,58.9,1
Ford,2018,12429,Manual,8508,Petrol,145,62.8,1
vw,2019,27990,Semi-Auto,8508,Petrol,145,37.7,2
vw,2019,12995,Manual,8508,Petrol,145,48.7,1
vw,2016,6295,Manual,8508,Petrol,20,62.8,1
audi,2018,14650,Manual,8507,Diesel,145,49.6,1.6
Ford,2016,10295,Semi-Auto,8507,Petrol,0,57.7,1
audi,2018,17499,Automatic,8506,Petrol,145,55.4,1.4
Ford,2016,10998,Manual,8505,Petrol,0,65.7,1
skoda,2019,14445,Semi-Auto,8505,Petrol,145,61.4,1
toyota,2018,11295,Manual,8504,Petrol,145,58.9,1.5
audi,2019,52995,Semi-Auto,8503,Diesel,150,33.6,2.9
audi,2019,35200,Automatic,8503,Petrol,145,37.2,2
BMW,2019,16888,Automatic,8503,Diesel,145,72.4,1.5
vw,2019,20500,Automatic,8503,Petrol,145,40.4,1.5
toyota,2019,20990,Manual,8503,Petrol,150,39.2,1.2
vw,2018,13699,Automatic,8502,Petrol,145,61.4,1
audi,2019,25350,Automatic,8501,Diesel,150,49.6,2
BMW,2019,30000,Automatic,8501,Petrol,145,34.5,2
audi,2020,43395,Semi-Auto,8500,Diesel,145,40.4,3
audi,2019,31000,Automatic,8500,Diesel,145,50.4,2
audi,2019,45990,Automatic,8500,Diesel,145,33.2,3
audi,2017,20950,Semi-Auto,8500,Petrol,150,54.3,1.4
audi,2020,61950,Automatic,8500,Diesel,150,33.2,3
audi,2019,26950,Manual,8500,Diesel,145,42.8,2
audi,2017,13950,Manual,8500,Petrol,150,67.3,1
audi,2017,20000,Automatic,8500,Petrol,145,47.9,2
BMW,2017,25372,Semi-Auto,8500,Diesel,145,60.1,2
BMW,2017,18471,Semi-Auto,8500,Petrol,150,47.9,2
BMW,2019,19495,Automatic,8500,Diesel,145,54.3,1.5
BMW,2019,20875,Manual,8500,Petrol,145,44.1,1.5
Ford,2018,17365,Automatic,8500,Petrol,145,37.2,1.5
Ford,2019,14690,Manual,8500,Petrol,145,58.9,1
Ford,2018,15495,Manual,8500,Petrol,145,58.9,1
Ford,2019,19890,Manual,8500,Diesel,145,47.9,2
Ford,2018,11250,Manual,8500,Petrol,145,65.7,1
Ford,2019,15495,Manual,8500,Petrol,145,58.9,1
Ford,2018,8430,Manual,8500,Petrol,150,47.9,1.2
Ford,2019,9750,Manual,8500,Petrol,145,47.9,1.2
Ford,2018,19990,Automatic,8500,Diesel,145,64.2,2
Ford,2018,11000,Manual,8500,Petrol,150,65.7,1
Ford,2017,9700,Manual,8500,Petrol,145,65.7,1
Ford,2017,9750,Manual,8500,Petrol,145,65.7,1
vw,2019,28290,Automatic,8500,Petrol,145,37.7,2
vw,2019,11990,Manual,8500,Petrol,150,48.7,1
vw,2019,32000,Automatic,8500,Diesel,150,39.2,2
vw,2019,40980,Automatic,8500,Diesel,145,33.6,2
vw,2019,36990,Automatic,8500,Diesel,145,34.5,3
vw,2018,38103,Automatic,8500,Diesel,145,34,3
vw,2018,16999,Automatic,8500,Petrol,145,55.4,1.5
vw,2019,34490,Automatic,8500,Diesel,260,33.6,3
vw,2019,38990,Automatic,8500,Diesel,260,27.7,3
vw,2019,30000,Automatic,8500,Diesel,260,28.3,3
toyota,2020,34995,Automatic,8500,Hybrid,135,49.6,2.5
toyota,2019,12795,Automatic,8500,Petrol,145,47.9,1.5
toyota,2018,12995,Manual,8500,Petrol,145,47.1,1.5
toyota,2017,14495,Automatic,8500,Hybrid,0,78.5,1.8
toyota,2019,8995,Manual,8500,Petrol,150,56.5,1
skoda,2018,10900,Manual,8500,Petrol,150,64.2,1
skoda,2019,25250,Automatic,8500,Petrol,145,38.2,2
Hyundai,2015,6495,Manual,8500,Petrol,30,57.6,1.2
Hyundai,2018,10495,Semi-Auto,8500,Petrol,150,47.9,1.2
Hyundai,2015,9250,Automatic,8500,Petrol,200,43.6,1.6
audi,2019,24990,Automatic,8499,Diesel,145,48.7,2
vw,2019,42162,Automatic,8498,Diesel,145,34,3
Ford,2019,16000,Manual,8497,Diesel,145,62.8,1.5
BMW,2019,33250,Semi-Auto,8496,Diesel,145,47.9,3
Ford,2019,15995,Manual,8496,Petrol,150,60.1,1
Ford,2019,19800,Manual,8496,Diesel,145,45.6,1.5
vw,2019,27990,Automatic,8496,Other,145,45.6,2
toyota,2017,13997,Automatic,8496,Petrol,30,55.4,1.2
skoda,2019,20750,Automatic,8495,Diesel,145,62.8,1.6
BMW,2019,21980,Manual,8494,Diesel,145,64.2,2
vw,2019,23192,Semi-Auto,8494,Diesel,145,49.6,2
vw,2019,28990,Semi-Auto,8494,Diesel,145,44.1,2
BMW,2018,24995,Automatic,8493,Petrol,145,44.8,2
Ford,2019,17497,Manual,8493,Petrol,145,60.1,1
toyota,2017,7976,Manual,8493,Petrol,0,68.9,1
toyota,2018,16990,Automatic,8493,Petrol,145,47.9,1.2
Hyundai,2019,22720,Automatic,8492,Hybrid,135,78.5,1.6
Hyundai,2019,17980,Semi-Auto,8492,Petrol,145,36.2,1.6
vw,2019,24999,Automatic,8491,Other,145,36.2,1.5
vw,2019,20490,Automatic,8491,Petrol,145,43.5,1.5
Hyundai,2019,19798,Automatic,8491,Diesel,145,31.7,2.5
vw,2019,19680,Manual,8490,Petrol,145,45.6,1.5
toyota,2019,8490,Manual,8490,Petrol,145,56.5,1
skoda,2018,8110,Manual,8490,Petrol,145,67.3,1
toyota,2017,12999,Automatic,8489,Petrol,30,58,1.3
Ford,2018,16998,Manual,8488,Diesel,150,70.6,2
toyota,2018,8995,Manual,8488,Petrol,145,68.9,1
Ford,2014,7698,Manual,8487,Petrol,30,54.3,1.2
skoda,2019,20800,Semi-Auto,8487,Petrol,150,36.7,1.5
Ford,2018,12150,Manual,8484,Petrol,145,53.3,1
vw,2018,13290,Manual,8484,Petrol,145,64.2,1
toyota,2016,8698,Manual,8484,Petrol,0,66,1
Ford,2018,16000,Manual,8483,Diesel,145,60.1,2
Hyundai,2019,8649,Manual,8483,Petrol,145,60.1,1
Hyundai,2019,8549,Manual,8483,Petrol,145,60.1,1
BMW,2018,26750,Automatic,8482,Petrol,145,41.5,3
BMW,2019,47990,Semi-Auto,8481,Diesel,150,37.7,3
vw,2019,19995,Semi-Auto,8481,Diesel,150,54.3,2
audi,2019,23240,Manual,8480,Diesel,145,51.4,1.6
BMW,2019,57000,Automatic,8480,Diesel,150,34.9,3
Ford,2018,14950,Manual,8480,Petrol,145,53.3,1
Ford,2019,26000,Manual,8480,Petrol,145,34.5,2.3
Ford,2019,10699,Manual,8480,Petrol,145,55.4,1.1
Ford,2019,18998,Automatic,8479,Diesel,145,64.2,2
toyota,2017,11691,Manual,8479,Petrol,125,52.3,1.2
Ford,2018,13100,Manual,8478,Petrol,150,60.1,1
vw,2018,37795,Semi-Auto,8478,Diesel,145,34.5,3
BMW,2019,22790,Automatic,8477,Diesel,145,49.6,2
audi,2018,19450,Manual,8475,Petrol,150,52.3,1.4
Hyundai,2017,15295,Semi-Auto,8474,Diesel,145,57.6,1.7
Hyundai,2017,9499,Manual,8474,Petrol,145,58.9,1.2
audi,2019,23990,Semi-Auto,8473,Petrol,150,41.5,1.5
skoda,2018,18000,Manual,8473,Diesel,145,62.8,1.6
audi,2019,27000,Automatic,8472,Diesel,150,50.4,2
skoda,2019,15596,Semi-Auto,8471,Petrol,150,47.1,1
Ford,2017,28000,Semi-Auto,8470,Petrol,570,23.5,5
Ford,2019,17480,Manual,8469,Petrol,145,60.1,1
Hyundai,2018,11295,Manual,8469,Petrol,145,45.6,1
BMW,2019,33262,Semi-Auto,8468,Diesel,145,54.3,2
Ford,2018,11000,Manual,8468,Petrol,145,65.7,1
skoda,2017,7990,Manual,8467,Petrol,145,64.2,1
skoda,2019,10926,Manual,8465,Petrol,145,61.4,1
Hyundai,2017,17798,Semi-Auto,8465,Petrol,150,39.8,1.6
BMW,2019,32790,Semi-Auto,8464,Diesel,145,50.4,3
BMW,2019,20875,Manual,8464,Petrol,145,44.1,1.5
vw,2015,21995,Semi-Auto,8464,Petrol,200,39.8,2
vw,2019,21750,Manual,8462,Diesel,145,47.9,2
Hyundai,2018,21999,Manual,8462,Petrol,145,35.8,1.6
vw,2018,21995,Semi-Auto,8461,Petrol,145,44.1,2
toyota,2018,10460,Manual,8461,Petrol,145,58.9,1.5
toyota,2018,9195,Automatic,8460,Other,145,56.5,1
skoda,2019,8999,Manual,8460,Petrol,150,57.7,1
skoda,2019,13795,Semi-Auto,8460,Petrol,145,60.1,1
Ford,2019,17520,Manual,8459,Petrol,145,60.1,1
Ford,2018,15789,Manual,8459,Petrol,145,51.4,1.5
Ford,2018,15789,Manual,8459,Petrol,145,51.4,1.5
BMW,2019,24990,Automatic,8458,Diesel,145,51.4,2
Ford,2019,25399,Manual,8457,Diesel,145,54.3,2
vw,2019,19990,Semi-Auto,8457,Petrol,145,45.6,1.5
vw,2018,8393,Manual,8457,Petrol,145,68.9,1
skoda,2019,17970,Automatic,8456,Petrol,150,44.1,1.5
Ford,2018,12500,Manual,8455,Petrol,145,60.1,1
vw,2019,24000,Automatic,8455,Diesel,145,40.4,2
vw,2018,38490,Automatic,8455,Diesel,145,34,3
BMW,2019,36990,Semi-Auto,8454,Diesel,150,42.8,2
Ford,2014,8466,Manual,8454,Petrol,0,65.7,1
vw,2017,9000,Manual,8454,Petrol,20,64.2,1
Hyundai,2018,7495,Manual,8454,Petrol,145,60.1,1
vw,2019,29999,Semi-Auto,8453,Diesel,150,37.2,2
BMW,2019,23980,Semi-Auto,8452,Diesel,145,61.4,2
BMW,2019,22990,Automatic,8452,Diesel,145,61.4,2
BMW,2019,27950,Automatic,8452,Diesel,145,58.9,2
vw,2019,17298,Manual,8452,Petrol,145,47.1,1.5
vw,2019,16481,Manual,8451,Petrol,145,49.6,1
audi,2018,63985,Semi-Auto,8450,Diesel,145,32.8,3
audi,2019,58450,Semi-Auto,8450,Diesel,145,33.6,3
audi,2019,31495,Automatic,8450,Diesel,145,44.8,2
Ford,2018,14481,Manual,8450,Petrol,145,60.1,1
vw,2019,20450,Automatic,8450,Diesel,145,50.4,2
audi,2019,17985,Manual,8449,Diesel,145,51.4,1.6
Hyundai,2017,9250,Manual,8449,Petrol,145,50.4,1.4
skoda,2017,20000,Automatic,8448,Diesel,150,61.4,2
Hyundai,2018,13500,Manual,8447,Diesel,145,61.7,1.7
BMW,2019,28995,Automatic,8446,Diesel,145,52.3,2
audi,2019,26896,Semi-Auto,8445,Petrol,145,39.8,2
audi,2019,25444,Manual,8445,Diesel,145,42.8,2
vw,2019,29970,Automatic,8443,Diesel,145,35.3,2
Hyundai,2018,20750,Semi-Auto,8443,Petrol,145,36.2,1.6
audi,2019,34596,Semi-Auto,8442,Diesel,145,38.2,2
BMW,2019,47123,Semi-Auto,8442,Diesel,145,37.7,3
toyota,2019,20998,Automatic,8442,Hybrid,135,85.6,1.8
BMW,2018,21498,Semi-Auto,8441,Petrol,150,48.7,2
vw,2019,12999,Manual,8441,Petrol,145,48.7,1
toyota,2019,7890,Manual,8441,Petrol,145,56.5,1
toyota,2017,20995,Manual,8441,Diesel,260,40.4,2.4
skoda,2016,11147,Automatic,8441,Petrol,20,60.1,1.2
audi,2019,35000,Semi-Auto,8440,Diesel,150,38.2,2
vw,2019,29790,Manual,8440,Diesel,150,47.9,2
Ford,2019,17030,Manual,8439,Petrol,145,51.4,1.5
skoda,2016,13995,Manual,8439,Diesel,30,62.8,2
BMW,2019,31500,Semi-Auto,8438,Petrol,145,30.4,2
Ford,2019,14698,Manual,8438,Petrol,145,58.9,1
vw,2019,12995,Manual,8438,Petrol,150,49.6,1
Hyundai,2017,7495,Manual,8438,Petrol,150,60.1,1
toyota,2019,10990,Manual,8437,Petrol,145,47.9,1.5
vw,2019,12998,Manual,8436,Petrol,150,48.7,1
Hyundai,2018,14750,Manual,8435,Petrol,145,44.1,1
audi,2019,36000,Automatic,8434,Diesel,150,38.2,2
toyota,2017,6890,Manual,8434,Petrol,145,69,1
audi,2019,18400,Manual,8433,Diesel,145,51.4,1.6
vw,2017,9990,Manual,8433,Petrol,20,58.9,1
BMW,2019,36490,Semi-Auto,8432,Diesel,150,42.8,2
Ford,2018,11799,Manual,8432,Petrol,145,55.4,1
Ford,2014,9300,Automatic,8431,Petrol,145,47.9,1.6
toyota,2018,7774,Manual,8428,Petrol,145,56.5,1
